project_id,project_name,class_group,horizon_quarters,mc_runs,base_total_revenue,base_peak_debt,base_ending_debt,base_min_dscr,base_ending_cash,mc_mean_min_dscr,mc_p05_min_dscr,mc_p50_min_dscr,mc_p95_min_dscr,mc_prob_dscr_lt_1_0,mc_prob_dscr_lt_1_2,mc_mean_peak_debt,mc_mean_ending_debt,mc_mean_final_effective_rate_annual,driver_layer_enabled,driver_use_correlations,missing_data_or_artifacts,artifact_warnings_count,artifact_warnings
0ff721b00c516c6802c1f7a7deacc795,Люблинский парк,Комфорт,8,5,88195858166.73843,69977563200.0,0.0,1.2274227400895905,8472792068.588501,1.3158456903047735,1.2771221635953602,1.2917282681730158,1.3774785099831364,0.0,0.0,69977563200.0,0.0,0.04474831408701301,False,False,,3,geo_model loaded with sklearn compatibility patch: restored _fill_dtype for 1 SimpleImputer nodes. | quality_model loaded with sklearn compatibility patch: restored _fill_dtype for 2 SimpleImputer nodes. | final_model loaded with sklearn compatibility patch: restored _fill_dtype for 4 SimpleImputer nodes.
162f244d937ec578f5e0e62cd65d9491,Символ,Бизнес,8,5,173963339167.2499,85363027200.0,0.0,1.814895130591713,56863474072.07178,1.6485687754084177,1.5128800034174763,1.6786448740371442,1.7774408469487,0.0,0.0,85363027200.0,0.0,0.039971062803508914,False,False,,3,geo_model loaded with sklearn compatibility patch: restored _fill_dtype for 1 SimpleImputer nodes. | quality_model loaded with sklearn compatibility patch: restored _fill_dtype for 2 SimpleImputer nodes. | final_model loaded with sklearn compatibility patch: restored _fill_dtype for 4 SimpleImputer nodes.
