model_name,train_class,const,project_age_q,quarters_to_delivery,remaining_inventory_share,log_avg_price_sqm_q,log_total_lots,log_price_to_market_year_ratio,class_group_Комфорт,class_group_Неизвестно,class_group_Премиум,class_group_Эконом,class_group_Элитный,quarter_num_2,quarter_num_3,quarter_num_4,log_remaining_lots_feat,__alpha__,__kappa__
NB_offset,Премиум,-1.7501526947834098,-0.2164899193523771,-0.2854817935334404,-1.6151307819993106,-0.11893941065388665,-0.1962762336144562,0.0963940509847076,,,,,,-0.2652154207516568,-0.06834355251788543,-0.4302806289941349,,1.7679414908936477,
Poisson_offset,Премиум,-2.4626687607809834,-0.4576291308932165,-0.7011875831679597,-0.555127729458292,0.11277295142467512,-0.5590643573756319,-0.320177245615618,,,,,,0.013486042098730496,0.17614340997619335,-0.10698593634060188,,,
NB_feature_remaining_lots,Премиум,2.8500699544293644,-0.15090042778979992,-0.6387118817269962,0.2871446705243988,-0.16250458285836933,0.6923391802048604,0.022952686665811517,,,,,,-0.13849308653505246,-0.0268452027246876,-0.29792733524564796,-0.2631528140745866,0.8839707454468239,
Poisson_feature_remaining_lots,Премиум,2.7486344329782426,-0.35881087864016814,-0.7435896261967712,0.3300819196530408,-0.021105544150386013,0.4004376851799118,-0.16310666993680606,,,,,,-0.016394415276091166,0.18931651009845527,-0.10771049516652266,-0.07944377825999831,,
BetaBinomial,Премиум,-1.5924472095083648,-0.1937943329880753,-0.2937720894518983,-0.8772778788345361,-0.29614559657860184,-0.1550673843730896,0.15279616894711087,,,,,,0.08430756504044949,-0.08360201323118209,-0.22568648639985808,,,3.2769146716273636
NB_offset,Эконом,-1.9273066666731937,0.15855175721031475,0.018620125423709624,-1.7667359466866126,-0.5705908085968934,-0.8319803660464725,0.17047379774555654,,,,,,-0.1298922508516812,0.21773006063616354,-0.11081153938013748,,1.5,
Poisson_offset,Эконом,-2.692652124690281,0.16182006907125962,-0.13852062523358413,-0.6335629206765078,-0.0500952396157277,-0.726044005971712,-0.19346912106137856,,,,,,0.16057453512631525,0.3933137921465181,-0.057028159699515225,,,
NB_feature_remaining_lots,Эконом,4.310545987433664,0.26762168803078157,-0.12570904758924972,-0.03181703387555166,-0.1367800424207543,0.5671867649500864,-0.134368942909264,,,,,,0.025612002450297794,0.3784163123273803,-0.0365547892429971,0.21548868610102623,1.271550742909578,
Poisson_feature_remaining_lots,Эконом,4.252905443779989,0.1951887870640936,-0.17400565585254146,0.10111604461602659,0.0277233404131792,0.6724045650745629,-0.2765668491245,,,,,,0.17393953380921262,0.4198324990222346,-0.03637312987876964,0.07563527884712294,,
BetaBinomial,Эконом,-1.8663971043482253,0.2553441133409742,0.2865669177407044,-1.1689670289586827,-0.6771525038461539,-0.5040440300737745,0.32209792248657265,,,,,,0.04346534418382701,0.10399773874319336,-0.07155779322693293,,,5.673896795363087
NB_offset,Элитный,-2.2577587465615023,-0.2182373633991643,-0.43978945094883587,-1.6178722294890286,-0.43518280976775825,0.05809358462767986,-0.14901215963957742,,,,,,0.005797591535965578,-0.31092202079387843,-0.24785973034430558,,1.5,
Poisson_offset,Элитный,-2.6506431127966925,-0.06165317930081815,0.13568039959322412,-1.0286201898890355,-0.7238067732612011,-0.3066684263559074,-0.12761731332489823,,,,,,0.125710559386078,-0.3125515646000254,0.018496604299280295,,,
NB_feature_remaining_lots,Элитный,1.7561974241213343,-0.0018758335782136093,-1.0983897759624648,1.0913723713423777,-0.5020789904702498,1.4112944135320387,-0.22645387305428494,,,,,,0.23078028110570042,-0.05955453754724595,-0.09428773587376982,-0.9753934606565378,0.7,
Poisson_feature_remaining_lots,Элитный,1.7864553999698396,0.0839849896807836,-0.8383457295763922,0.9614607021941941,-0.3010842293683946,1.2594889391731001,-0.47965148394980484,,,,,,0.15419576295825893,-0.15398678755368073,0.1844664020995621,-0.8673247579651527,,
