case_name,description,base_total_revenue,base_peak_debt,base_ending_debt,base_ending_project_cash_balance,base_min_dscr,base_max_liquidity_shortfall,mc_runs,mc_mean_min_dscr,mc_p05_min_dscr,mc_p50_min_dscr,mc_p95_min_dscr,mc_prob_dscr_lt_1_0,mc_prob_dscr_lt_1_2,mc_mean_peak_debt,mc_mean_ending_debt,artifacts_dir
lublyanskiy_park,Monte Carlo run for Lublyanskiy Park with real hedonic runtime artifacts.,56411969329.057076,69977563200.0,24696724545.690163,0.0,1.2095793481624113,9773427333.858206,50,1.3412721986219347,1.1330000634325677,1.2775981678558361,1.693567886379749,0.0,0.26,69977563200.0,29286474384.374058,cashflow\monte_carlo\project_runs\20260427_182712\lublyanskiy_park
