scope,model,MAE_log,RMSE_log,R2,median_APE_pct,mean_APE_pct
quarterly_level_test,ridge_macro_direct_level,0.17570482171462917,0.22710700474137172,-1.7138629792446873,14.22251271235928,15.455766087774034
quarterly_level_test,ridge_macro_return_reconstructed_level,0.3619247015957391,0.47383744668536953,-10.813691251286006,24.348658047701107,27.263947086212674
quarterly_return_test,ridge_macro_return,0.07067794113456989,0.08519566319873478,-7.944015851144544,5.650845773544317,6.721578252192807
deal_level_test,deal_level_direct_level_market,0.22642624848589296,0.31034136532639034,0.22664118746911943,16.46574633222758,19.788049210515812
deal_level_test,deal_level_return_reconstructed_market,0.3674661192884513,0.4893437719322272,-0.9227810635905231,24.084377190774063,27.95583929575741
