project_id,project_name,class_group,horizon_quarters,mc_runs,base_total_revenue,base_peak_debt,base_ending_debt,base_min_dscr,base_ending_cash,mc_mean_min_dscr,mc_p05_min_dscr,mc_p50_min_dscr,mc_p95_min_dscr,mc_prob_dscr_lt_1_0,mc_prob_dscr_lt_1_2,mc_mean_peak_debt,mc_mean_ending_debt,mc_mean_final_effective_rate_annual,driver_layer_enabled,driver_use_correlations,missing_data_or_artifacts,artifact_warnings_count,artifact_warnings
0ff721b00c516c6802c1f7a7deacc795,Люблинский парк,Комфорт,12,3,82479682300.43498,69977563200.0,0.0,1.1657364674966324,2725191795.277115,1.215122828656634,1.1611305655274182,1.2000700924229264,1.2796520071494453,0.0,0.3333333333333333,69977563200.0,2482629090.983297,0.050151056752538885,False,False,,3,geo_model loaded with sklearn compatibility patch: restored _fill_dtype for 1 SimpleImputer nodes. | quality_model loaded with sklearn compatibility patch: restored _fill_dtype for 2 SimpleImputer nodes. | final_model loaded with sklearn compatibility patch: restored _fill_dtype for 4 SimpleImputer nodes.
162f244d937ec578f5e0e62cd65d9491,Символ,Бизнес,12,3,160306503974.3884,85363027200.0,0.0,1.6940475580224699,43080522880.063385,1.6109423753644023,1.5707728616190213,1.6175928361968905,1.6464565665270416,0.0,0.0,85363027200.0,0.0,0.05159892379001606,False,False,,3,geo_model loaded with sklearn compatibility patch: restored _fill_dtype for 1 SimpleImputer nodes. | quality_model loaded with sklearn compatibility patch: restored _fill_dtype for 2 SimpleImputer nodes. | final_model loaded with sklearn compatibility patch: restored _fill_dtype for 4 SimpleImputer nodes.
