project_id,project_name,class_group,horizon_quarters,mc_runs,base_total_revenue,base_peak_debt,base_ending_debt,base_min_dscr,base_ending_cash,mc_mean_min_dscr,mc_p05_min_dscr,mc_p50_min_dscr,mc_p95_min_dscr,mc_prob_dscr_lt_1_0,mc_prob_dscr_lt_1_2,mc_mean_peak_debt,mc_mean_ending_debt,mc_mean_final_effective_rate_annual,driver_layer_enabled,driver_use_correlations,missing_data_or_artifacts,artifact_warnings_count,artifact_warnings
0ff721b00c516c6802c1f7a7deacc795,Люблинский парк,Комфорт,12,100,56411969329.057076,69977563200.0,24696724545.690163,1.2095793481624113,0.0,1.2570481893775896,1.0,1.1227749774179,1.9870074710673589,0.0,0.67,69020775424.40198,28049741831.35571,0.07484740465331677,True,True,,3,geo_model loaded with sklearn compatibility patch: restored _fill_dtype for 1 SimpleImputer nodes. | quality_model loaded with sklearn compatibility patch: restored _fill_dtype for 2 SimpleImputer nodes. | final_model loaded with sklearn compatibility patch: restored _fill_dtype for 4 SimpleImputer nodes.
